Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
267	400.000	0.046	400.005	0.223	3.189	2.655	1783029482.326
268	400.000	0.004	400.000	0.147	3.063	2.655	1783029482.592
269	400.000	0.012	400.005	0.167	6.083	2.655	1783029482.848
270	400.000	-0.014	399.997	0.432	5.960	2.655	1783029483.096
271	400.000	-0.001	399.998	0.236	0.106	2.655	1783029483.350
272	400.000	-0.010	399.998	0.160	2.726	2.655	1783029483.577
273	400.000	0.035	399.999	0.200	3.586	2.655	1783029483.828
274	400.000	-0.016	399.997	0.141	0.103	2.655	1783029484.073
275	400.000	0.030	400.002	0.484	6.100	2.655	1783029484.347
276	400.000	-0.003	400.003	0.075	5.419	2.655	1783029484.603
277	400.000	0.044	400.002	0.206	3.626	2.655	1783029484.844
278	400.000	-0.013	399.999	0.166	3.003	2.655	1783029485.094
279	400.000	0.025	399.999	0.044	5.513	2.655	1783029485.323
280	400.000	-0.019	399.999	0.530	0.018	2.655	1783029485.602
281	400.000	-0.019	399.999	0.203	0.269	2.655	1783029485.829
282	400.000	-0.003	400.002	0.310	3.413	2.655	1783029486.097
283	400.000	0.037	400.006	0.151	3.230	2.655	1783029486.344
284	400.000	0.010	400.000	0.204	0.000	2.655	1783029486.605
285	400.000	0.000	400.001	0.413	6.098	2.655	1783029486.827
286	400.000	0.028	399.998	0.181	0.074	2.655	1783029487.080
287	400.000	0.002	400.003	0.445	3.527	2.655	1783029487.336
288	400.000	-0.007	399.999	0.179	3.994	2.655	1783029487.573
289	400.000	0.030	400.000	0.133	6.215	2.655	1783029487.852
290	400.000	0.029	400.001	0.410	0.106	2.655	1783029488.081
291	400.000	0.008	399.995	0.231	0.315	2.655	1783029488.332
292	400.000	0.057	399.999	0.184	2.627	2.655	1783029488.610
293	400.000	-0.002	400.002	0.337	3.557	2.655	1783029488.858
294	400.000	-0.022	400.003	0.220	6.040	2.655	1783029489.139
295	400.000	-0.006	400.001	0.499	0.010	2.655	1783029489.397
296	400.000	0.015	400.002	0.108	4.029	2.655	1783029489.639
297	400.000	0.027	400.000	0.237	3.319	2.655	1783029489.906
298	400.000	-0.021	400.002	0.045	1.604	2.655	1783029490.157
299	400.000	0.003	399.999	0.325	6.124	2.655	1783029490.388
300	400.000	0.022	400.004	0.381	6.243	2.655	1783029490.656
301	400.000	0.005	400.001	0.073	3.434	2.655	1783029490.890
302	400.000	-0.030	400.002	0.262	3.335	2.655	1783029491.169
303	400.000	-0.040	400.003	0.034	0.763	2.655	1783029491.388
304	400.000	-0.031	399.997	0.343	0.415	2.655	1783029491.646
305	400.000	-0.053	400.000	0.442	6.182	2.655	1783029491.900
306	400.000	-0.024	400.001	0.041	2.725	2.655	1783029492.137
307	400.000	0.010	399.999	0.269	2.790	2.655	1783029492.409
308	400.000	0.022	400.001	0.108	3.783	2.655	1783029492.629
309	400.000	0.086	400.000	0.283	0.009	2.655	1783029492.891
310	400.000	-0.001	400.000	0.479	0.126	2.655	1783029493.136
311	400.000	0.030	400.001	0.102	5.538	2.655	1783029493.413
312	400.000	0.062	400.001	0.295	3.064	2.655	1783029493.663
313	400.000	0.035	399.998	0.067	5.438	2.655	1783029493.928
314	400.000	0.040	400.001	0.471	0.046	2.655	1783029494.178
315	400.000	0.043	400.001	0.331	6.148	2.655	1783029494.426
316	400.000	-0.022	400.000	0.015	3.618	2.655	1783029494.674
317	400.000	0.008	399.998	0.192	3.174	2.655	1783029494.907
318	400.000	0.042	400.001	0.024	3.486	2.655	1783029495.172
319	400.000	0.015	399.999	0.456	0.151	2.655	1783029495.419
320	400.000	0.031	400.001	0.371	6.206	2.655	1783029495.686
321	400.000	0.041	399.997	0.228	3.740	2.655	1783029495.911
322	400.000	-0.089	400.003	0.325	4.061	2.655	1783029496.177
323	400.000	0.000	399.998	0.159	1.607	2.655	1783029496.423
324	400.000	-0.022	400.000	0.321	6.004	2.655	1783029496.661
325	400.000	-0.023	400.000	0.761	0.748	2.655	1783029496.924
326	400.000	-0.003	400.000	0.067	4.149	2.655	1783029497.151
327	400.000	-0.002	400.001	0.181	3.175	2.655	1783029497.419
328	400.000	-0.002	400.001	0.050	6.121	2.655	1783029497.682
329	400.000	-0.016	399.999	0.234	0.143	2.655	1783029497.919
330	400.000	0.017	399.997	0.402	0.375	2.655	1783029498.160
331	400.000	-0.017	400.001	0.125	3.314	2.655	1783029498.415
332	400.000	0.041	400.001	0.358	3.564	2.655	1783029498.677
333	400.000	-0.015	400.000	0.053	4.679	2.655	1783029498.901
334	400.000	0.000	399.999	0.305	6.157	2.655	1783029499.163
335	400.000	0.036	400.001	0.439	0.150	2.655	1783029499.411
336	400.000	-0.040	399.998	0.079	3.570	2.655	1783029499.673
