Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
367	100.000	-0.037	99.999	7.449	5.481	0.664	1783023412.475
368	100.000	0.012	100.001	7.752	5.682	0.664	1783023412.764
369	100.000	0.052	100.002	6.530	5.976	0.664	1783023413.055
370	100.000	0.048	100.007	4.506	0.086	0.664	1783023413.308
371	100.000	-0.001	100.003	3.471	0.870	0.664	1783023413.523
372	100.000	0.015	100.003	4.074	1.869	0.664	1783023413.806
373	100.000	-0.009	99.999	6.482	2.293	0.664	1783023414.032
374	100.000	-0.080	99.998	7.927	2.443	0.664	1783023414.303
375	100.000	0.011	100.001	8.171	2.607	0.664	1783023414.551
376	100.000	0.040	100.002	7.657	2.904	0.664	1783023414.792
377	100.000	0.011	99.999	5.875	3.087	0.664	1783023415.050
378	100.000	0.023	100.001	3.835	3.612	0.664	1783023415.279
379	100.000	0.034	99.995	3.717	4.548	0.664	1783023415.544
380	100.000	-0.039	100.002	5.523	5.150	0.664	1783023415.789
381	100.000	-0.007	100.002	6.961	5.446	0.664	1783023416.049
382	100.000	-0.021	99.998	7.519	5.616	0.664	1783023416.304
383	100.000	0.016	100.001	6.979	5.890	0.664	1783023416.566
384	100.000	-0.001	99.997	5.225	6.172	0.664	1783023416.819
385	100.000	0.071	100.006	3.701	0.572	0.664	1783023417.084
386	100.000	-0.031	99.999	3.587	1.568	0.664	1783023417.320
387	100.000	-0.004	100.005	5.489	2.100	0.664	1783023417.562
388	100.000	0.073	99.998	7.489	2.298	0.664	1783023417.815
389	100.000	0.015	100.003	8.392	2.509	0.664	1783023418.060
390	100.000	0.016	100.002	8.459	2.736	0.664	1783023418.321
391	100.000	0.020	99.997	7.162	2.891	0.664	1783023418.540
392	100.000	-0.025	100.000	5.114	3.311	0.664	1783023418.818
393	100.000	-0.085	99.999	3.737	4.048	0.664	1783023419.052
394	100.000	-0.040	99.998	4.659	4.844	0.664	1783023419.314
395	100.000	-0.017	100.000	6.302	5.253	0.664	1783023419.560
396	100.000	-0.019	100.001	7.075	5.548	0.664	1783023419.808
397	100.000	-0.007	100.002	7.490	5.735	0.664	1783023420.071
398	100.000	0.004	99.998	6.578	5.974	0.664	1783023420.321
399	100.000	-0.043	100.001	4.609	0.039	0.664	1783023420.583
400	100.000	0.035	100.002	3.023	0.688	0.664	1783023420.807
401	100.000	0.014	100.000	3.796	1.661	0.664	1783023421.072
402	100.000	0.002	100.000	5.939	2.117	0.664	1783023421.321
