Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
367	300.000	-0.015	300.002	0.621	2.469	1.991	1783027924.770
368	300.000	-0.012	299.998	0.645	0.526	1.991	1783027925.049
369	300.000	0.007	300.002	1.112	6.162	1.991	1783027925.278
370	300.000	0.031	300.002	0.775	4.704	1.991	1783027925.543
371	300.000	-0.022	299.999	1.075	3.117	1.991	1783027925.794
372	300.000	0.026	299.997	0.645	2.300	1.991	1783027926.045
373	300.000	0.034	300.000	0.820	0.401	1.991	1783027926.301
374	300.000	-0.042	300.002	1.119	6.094	1.991	1783027926.530
375	300.000	0.024	300.000	0.737	4.619	1.991	1783027926.790
376	300.000	0.003	300.000	1.037	3.247	1.991	1783027927.037
377	300.000	0.006	299.996	0.535	2.360	1.991	1783027927.294
378	300.000	-0.001	300.002	0.903	0.301	1.991	1783027927.523
379	300.000	0.015	300.001	1.032	5.992	1.991	1783027927.784
380	300.000	0.003	299.998	0.644	4.499	1.991	1783027928.035
381	300.000	-0.036	300.001	1.136	3.155	1.991	1783027928.318
382	300.000	0.015	300.002	0.525	1.730	1.991	1783027928.598
383	300.000	-0.016	300.000	1.021	0.234	1.991	1783027928.857
384	300.000	-0.015	299.997	0.831	5.798	1.991	1783027929.105
385	300.000	-0.029	300.001	0.706	3.914	1.991	1783027929.346
386	300.000	-0.031	299.994	1.060	2.897	1.991	1783027929.610
387	300.000	-0.033	299.999	0.477	1.457	1.991	1783027929.839
388	300.000	-0.010	300.000	1.084	0.263	1.991	1783027930.098
389	300.000	-0.009	299.999	0.947	5.736	1.991	1783027930.350
390	300.000	-0.006	299.994	0.688	3.916	1.991	1783027930.607
391	300.000	-0.007	300.000	1.094	2.828	1.991	1783027930.842
392	300.000	-0.004	300.001	0.470	1.509	1.991	1783027931.108
393	300.000	0.010	300.000	1.102	0.162	1.991	1783027931.363
394	300.000	-0.018	299.999	0.922	5.655	1.991	1783027931.608
395	300.000	-0.041	300.003	0.765	3.701	1.991	1783027931.866
396	300.000	0.027	300.002	1.059	2.812	1.991	1783027932.088
397	300.000	-0.006	300.000	0.471	1.107	1.991	1783027932.352
398	300.000	0.015	299.997	1.011	0.073	1.991	1783027932.579
399	300.000	0.047	299.996	0.878	5.572	1.991	1783027932.852
400	300.000	-0.005	300.001	0.861	3.552	1.991	1783027933.102
401	300.000	0.022	300.003	1.011	2.471	1.991	1783027933.337
402	300.000	0.026	299.998	0.426	0.879	1.991	1783027933.617
403	300.000	-0.090	300.001	1.130	6.283	1.991	1783027933.861
