Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
358	100.000	2.363	99.999	0.000	0.000	0.000	1783093105.810
359	100.000	-2.436	99.996	0.000	0.000	0.000	1783093105.936
360	100.000	-5.245	100.001	0.000	0.000	0.000	1783093106.128
361	100.000	-4.871	99.999	0.000	0.000	0.000	1783093106.315
362	100.000	-2.495	99.999	0.000	0.000	0.000	1783093106.494
363	100.000	0.600	100.003	0.000	0.000	0.000	1783093106.672
364	100.000	3.386	100.001	0.000	0.000	0.000	1783093106.802
365	100.000	5.408	100.002	0.000	0.000	0.000	1783093107.013
366	100.000	4.670	100.002	0.000	0.000	0.000	1783093107.185
367	100.000	1.145	100.000	0.000	0.000	0.000	1783093107.369
368	100.000	-2.108	99.998	0.000	0.000	0.000	1783093107.549
369	100.000	-4.262	100.001	0.000	0.000	0.000	1783093107.732
370	100.000	-2.882	99.994	0.000	0.000	0.000	1783093107.879
371	100.000	-0.236	99.999	0.000	0.000	0.000	1783093108.053
372	100.000	2.181	99.999	0.000	0.000	0.000	1783093108.170
373	100.000	4.234	99.998	0.000	0.000	0.000	1783093108.296
374	100.000	5.483	100.002	0.000	0.000	0.000	1783093108.420
375	100.000	4.770	100.006	0.000	0.000	0.000	1783093108.570
376	100.000	2.862	100.002	0.000	0.000	0.000	1783093108.760
377	100.000	-2.125	100.001	0.000	0.000	0.000	1783093108.937
378	100.000	-4.494	100.005	0.000	0.000	0.000	1783093109.118
379	100.000	-4.241	99.996	0.000	0.000	0.000	1783093109.235
380	100.000	-3.006	99.998	0.000	0.000	0.000	1783093109.360
381	100.000	-0.647	100.007	0.000	0.000	0.000	1783093109.485
382	100.000	1.302	100.001	0.000	0.000	0.000	1783093109.626
383	100.000	3.595	99.999	0.000	0.000	0.000	1783093109.803
384	100.000	5.092	100.000	0.000	0.000	0.000	1783093109.919
385	100.000	4.341	99.998	0.000	0.000	0.000	1783093110.042
386	100.000	2.412	100.004	0.000	0.000	0.000	1783093110.178
387	100.000	-0.995	100.000	0.000	0.000	0.000	1783093110.355
388	100.000	-3.112	99.996	0.000	0.000	0.000	1783093110.510
389	100.000	-4.950	100.001	0.000	0.000	0.000	1783093110.683
390	100.000	-3.346	99.999	0.000	0.000	0.000	1783093110.866
391	100.000	-0.355	100.000	0.000	0.000	0.000	1783093111.042
392	100.000	2.630	99.994	0.000	0.000	0.000	1783093111.170
393	100.000	4.184	99.997	0.000	0.000	0.000	1783093111.370
394	100.000	4.661	100.003	0.000	0.000	0.000	1783093111.496
395	100.000	3.132	100.001	0.000	0.000	0.000	1783093111.618
396	100.000	0.728	99.997	0.000	0.000	0.000	1783093111.745
397	100.000	-2.620	99.998	0.000	0.000	0.000	1783093111.893
398	100.000	-3.206	100.000	0.000	0.000	0.000	1783093112.070
399	100.000	-4.018	99.999	0.000	0.000	0.000	1783093112.196
400	100.000	-2.292	99.999	0.000	0.000	0.000	1783093112.373
401	100.000	0.711	100.002	0.000	0.000	0.000	1783093112.507
402	100.000	2.229	99.998	0.000	0.000	0.000	1783093112.630
403	100.000	3.672	99.997	0.000	0.000	0.000	1783093112.775
404	100.000	4.712	100.003	0.000	0.000	0.000	1783093112.944
405	100.000	3.177	100.003	0.000	0.000	0.000	1783093113.083
